id,colsample_bytree,learning_rate,max_depth,alpha,n_estimators,seed,total_train_error_1296,total_test_error324,train_error_CO_1,train_error_CO_2,train_error_CO_3,train_error_CO_4,train_error_CO_5,train_error_CO_6,test_error_CO_1,test_error_CO_2,test_error_CO_3,test_error_CO_4,test_error_CO_5,test_error_CO_6
0.0,0.3,0.1,1.0,10.0,300.0,3.0,0.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.4230769230769231,0.34615384615384615,0.39705882352941174,0.20588235294117646,0.10294117647058823,0.4117647058823529
1.0,0.3,0.25,1.0,10.0,200.0,3.0,0.0,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.34615384615384615,0.4117647058823529,0.25,0.08823529411764706,0.45588235294117646
